character,pinyin,part_of_speech,definition
调,diao4,10,(1) (形声。从言，周声。( tiáo )本义:声音调和;协调) (2) 选拔或提拔官吏 调故吏。。注: “谓发选也。” 调 关东 轻车锐卒。十年不得调，亡所知名。婿竟不调。明 · 崔铣 《记王忠肃公翱三事》 (3) 又如:调头(换地方;自主的妓女迁居);调职(公务员调换服务单位) (4) 征用，提取，征发 特选横调。。注: “征也。” (5) 又如:调发(征发);调练(征调操练);调取(发命令取人) (6) 调动 我是个调虎离山计，哄你去来征战。 (7) 又如:调人;调干部;调遣;调阵子(调阵。舞台上演员扮兵将调兵布阵的样子);调补(调动填补官职空缺);调派(分派);调拨(调遣分派);调三惑四(挑拨离间) (8) 转动。如:调眼色(眉目传情，用目光示意) (9) 计算;调查 调立城邑。要害之处，通川之道，调立城邑，毋下千家。 (10) 耍弄。通 “掉”。如:调嘴(卖弄口舌。即耍嘴皮子);调慌(撒谎);调嚣虚(弄虚头，作假);调罨子(耍弄花招);调嘴弄舌(耍嘴，卖弄口舌) (11) 同 “掉” 杨志 调过朴刀便打。
调,diao4,6,(1) 腔调，一个地区的本地人或居民的典型的言语习惯。如:他带山东调;调类(一种语言或方言的声调分类);调符(用来分别字音声调的符号) (2) 构成句子或词组语调成分的某种特有的音调或音调变化。如:高调 (3) 曲调，单个音符或乐音的节奏上的编列，音乐的旋律。如:二黄调;四平调;调性(音乐名词);调门(中国传统剧曲的歌唱者对于音调高低的音乐名词) (4) 调式，音乐上高低长短配合、和谐好听的一组音。如:大调 (5) 格调，人的才气风格。谁爱风流高格调。唐 · 秦韬玉 《贫女》 (6) 又如:才调;雅调 (7) 意见、主张的基本倾向。如:论调;唱高调
调,tiao2,5,(1) (形声。从言，周声。本义:和谐;协调) 同本义 调，和也。合得周密谓之调。调和乐也。弓矢既调。调悦者，情之道也。调而应之。帝善其调达，乃敕一御妓奏笛。若水旱不调，宁燥不湿。贾思勰 《齐民要术》 (2) 又如:调元(调和大化阴阳的元气);调序(调和);调琴(调和琴弦，弹琴);调畅(调和通畅);调适(调和顺适);调调(风吹物摇动的样子);调变(调和，调理)
调,tiao2,10,(1) 调节 调竽笙篪篁。 (2) 又如:调排(调整安排);调风(整顿风俗);调气(调节四时的气候);调息(调节呼吸) (3) 驯服;训练 无鞭策，虽造父不能调驷马。 (4) 调治;调养(调治保养) 法酒调神气，清琴入性灵。刘禹锡 《昼居池上亭独吟》 (5) 又如:调鼎持衡(比喻治理国家);调息(调养休息);调治(医疗;疗治) (6) 嘲笑 唐僧 渊目深而鼻高， 王丞相 每调之。 (7) 如:调喉(取笑);调侃(用言语戏弄;嘲弄) (8) 搀合。 (9) 如:调三窝四(搬弄是非);调白(挑唆);调味 (10) 经搅拌、摇晃 混合。 (11) 如:调和鼎鼐(在鼎里调和食物。比喻辅佐皇帝治理国家。亦喻宰相之职);调匀;调色 (12) 调节音高或使之入调。 (13) 如:调弦;调高一个小三度或大三度 (14) 演奏 何处调琴，惺惺地把醉魂呼醒? 董解元 《西厢记诸宫调》 (15) 调济 故盐铁均输，所以通委财而调缓急，罢之不便也。 (16) 调戏 李师师 再与 燕青 把盏，又把言语来调他。 (17) 又如:调光(勾引;调情);调引(引逗;勾引) (18) 掷;丢 我看了，搬起一块大石，调打下去。 (19) 耍。 (20) 如:调嘴调舌(耍嘴皮);调嘴(耍嘴皮子);调脾(耍脾气;顽皮) (21) 调弄，弹奏 可以调素琴。
调,tiao2,6,(1) 烹调，调味 一鼎之调。
妻,qi1,6,(1) (会意。小篆字形从女，从屮，从又。“屮” 象家具形，又是手。合起来象女子手拿家具从事劳动的形象。本义:男子的正式配偶) (2) 同本义 妻，妇与夫齐者也。庶人曰妻。 (3) 又 天子有妻、有妾。聘则为妻，奔则为妾。妻也者，亲之主也。妻者，夫之合也。夫妻反目。令妻寿母。 (4) 又如:妻妾(嫡妻与侧室);妻房(妻室，妻子);妻儿(妻和儿女;妻);妻姊妹婚(再与亡妻之姊、妹缔结婚姻);妻谒(透过得宠的女子去干求请托) (5) 周代宫中女御 天子有后，有夫人，有世妇，有嫔，有妻，有妾。
浜,bin1,6,(1) 日本地名，例如：浜田市、美浜町
柜,gui4,6,(1) (形声。从木，匮( guì )声。本义:收藏衣物、书籍的家具) (2) 小匣 匮，匣也。从匚，贵声。俗作櫃。将为胠箧探囊发匮之盗。玉与石而同匮兮。楚 人有卖其珠于 郑 者，为木兰之柜，董以桂椒，缀以珠玉，饰以玫槐，辑以悲翠。 (3) 后泛指盛放衣物、书籍、文件等用的器具，方形或长方形，一般为木制或铁制。如:衣柜;钱柜;碗柜;壁柜 (4) 四周高起以蓄水的地方 江边有田以柜称，四起封圉皆力成。又如:柜田 (5) 柜房，账房，商人保存账册和处理商务的房间或办公室。如:柜身(柜身子。店铺的柜台);柜吏;柜坊;现款都交柜了 (6) 老板;掌柜的 柜有话，你还不明白吗? 清 ·佚名 《小五义》
坻,di3,6,(1) 山坡 坻，坂也。 (2) 又如:坻颓(山崩;山崩之声) (3) 地名用字。河北省有宝坻县
节,jie2,6,(1) (形声。从竹，即声。本义:竹节) (2) 同本义。泛指草木枝干间坚实结节的部分 節，竹约也。苞笋抽节。左思 《吴都赋》 譬如破竹，数节之后，皆迎刃而解。其于木也，为坚多节。又如:节根(草木的节与根);节旄(竹节上所缀牦牛尾饰物);节粉(竹节旁附着的白色粉末);节槎(树木上歧出的节);节次(依次，陆续;或程序，规程) (3) 骨节，节骨眼，关键 客胜，则大关节不利。人有十二节。彼节者有间。得失之节。又如:节解(一种酷刑。将犯人的四肢骨节予以支解);节病(弊病。破绽);节拊(按摩骨节);节族(犹关节。节为关节;族为骨肉交错聚结的部位) (4) 节日，纪念日，也指传统的庆祝或祭祀的日子 常恐秋节至。又如:节下(节日期间);节导(仪仗队或在前开路的随从，警卫);节仪(节日礼物，节日赠送钱财的雅称);节朔(节日和朔日) (5) 气节;节操 士大夫莫不敬节死制。屈节辱命。壮其节。成此大节。清 · 全祖望 《梅花岭记》 爱听古人节义事。清 · 袁枚 《祭妹文》 又如:节义(节操与义行);节敬(节仪);节孝牌坊(古时经官府奏准为表扬节妇孝女而立的牌坊);节介(志节操守);节概(志节气概) (6) 节令，节气 寒暑易节。更那堪冷落清秋节。宋 · 柳永 《雨霖铃》 又如:节序(时节的次第);节物(应时节的风物景色);节和(节令和顺);节分(季节的分际) (7) 节度 寝食违节。清 · 方苞 《狱中杂记》 又如:节宣(一种养生的方法。指身体的劳逸要有一定的节度，才能使体内郁气顺畅地宣泄) (8) 礼节，有礼貌的行为 长功之节。又如:节文(礼节;仪式);节法(礼节与法度) (9) 符节，古代使者所持以作凭证 司马 握节以死，故书以官。持节 云中 ，何日遣 冯唐 ? 苏轼 《江城子》 持节送 匈奴 使。乘轺建节。南朝 梁 · 丘迟 《与陈伯之书》 幢节玲珑。唐 · 李朝威 《柳毅传》 又如:节钺(符节与斧钺。古代授与官员或将帅，作为加重权力的标志);节帅(古代节度使的略称);节楼(节度使驻节办公的楼);节镇(即节度使);节印(符节和印信) (10) 节拍，节奏 应节而舞。又如:节会(音乐的段落节奏);节调(节拍和音调);节变(指乐曲的节奏变化) (11) 由一整体分成的部分、段、区、片段或章节 冲至第节。宋 · 胡仔 《苕溪渔隐丛话》 又如:章节;音节;季节;时节;第二章第一节;节旨(文章的段落大意);节本(节录的本子) (12) 乐器名。拍板一类的乐器 击节碎。唐 · 白居易 《琵琶行(并序)》 又如:节鼓(古乐器。形状似博局，中开圆孔，恰容其鼓，击之以节乐)
节,jie2,10,(1) 减省 强本而节用，则天不能贫。节器用。谨身节用。宋 · 司马光 《训俭示康》 裁节邮传冗费。清 · 张廷玉 《明史》 又如:节啬(吝啬);节限(节约限制);节养(自奉俭省);节缩(节俭紧缩);节简(节俭简朴) (2) 节制;管束 不以礼节之。种树节四时之适。好廉自克曰节。又如:节性(节制性情);节矜(节制约束而又刚毅坚强) (3) 调节 节其流，开其源。
节,jie2,11,(1) 用于分段的事物。如:两节车厢;三节课
节,jie2,5,(1) 高峻的样子 节彼南山，维石岩岩。(山石满满。)
恁,nen4,10,(1) (形声。从心，任声。本义:思;念) 同本义 宜亦勤凭旅力，以充厥道。班固 《典引》 又如:恁约(思忖，思量)
恁,nen4,1,(1) 同“您” 多见于早期白话 恁不去出力，息生教娘娘和番? 马志远 《汉宫秋》 又如:恁儿(您儿子) (2) 这样;那样 君非我，任功名意气莫恁徘徊。辛弃疾 《沁园春》 又如:恁般(恁的。这样;如此);恁地(如此，这样);恁样(如此，这般);恁么(这样，如此) (3) 这，那 早知恁般么，恨当初不把雕鞍锁。柳永 《定风波》 又如:恁时(那时候) (4) 谁;保，什么。如:恁地(什么);恁人(谁，何人);恁么(怎么样;什么) (5) 怎，怎么 却恁地教什么人在间壁吱吱的哭，搅俺弟兄们吃酒。
恁,nen4,3,(1) 任凭 花布恁商营。费信 《星槎胜览》
恁,nin2,0,(1) 同“您”。
啰,luo5,4,(1) 放在句末，表示一种情况或感情 (2) 用在句末表示情况的变化。放炮啰!他有了新的想法啰! (3) 表示赞叹。大家都满怀信心啰! (4) 表示祈使。请你们放心啰! (5) 用在句末，表示肯定。他准能办到啰
啰,luo1,0,(1) 〔啰唆〕➊说话絮絮叨叨；➋办事不痛快，使人感觉麻烦。均亦作“啰嗦”。
蚂,ma3,0,(1) 〔蚂蟥〕环节动物，身体长形，稍扁，黑绿色，尾端有吸盘。生活在池沼或水田中，吸食人畜的血液。亦称“马鳖”、“水蛭”。 (2) 〔蚂蚁〕见“蚁”。
蚂,ma1,0,(1) 〔蚂螂〕“蜻蜓”的俗称。 (2) （ (3) 螞 (4) ）
蚂,ma4,0,(1) 〔蚂蚱〕“蝗虫”的俗称。 (2) （ (3) 螞 (4) ）
炔,que1,6,(1) ∶含有一个三键的一系列脂肪烃的任一种C n H 2n-2 (如乙炔)
镐,gao3,6,(1) 镐头。俗称 “十字镐”
镐,hao4,6,(1) (形声。从金，高声。本义:温器) (2) 同本义 镐，温器也。 (3) 镐京。古都名。西周国都，在今陕西西安西南 王在在 镐。 (4) 又如:镐洛(镐京与洛阳的并称) (5) 姓
镐,hao4,5,(1) 通 “皓”。光明的样子。如:镐镐(光明的样子)
别,bie2,10,(1) (会意。从冎( guǎ )，从刀。“冎”， 《说文》 :“剔人肉置其骨也。”“别”的小篆形体，是一个表示用刀剔骨头的会意字。本义:分解) (2) 同本义 别，分解也。桀 之力，别觡伸钩。又如:别割(分割);别产(分割家产;分家);别国(从一国分化而成的国家;现常指别的国家) (3) 分离;分开;分出 岷山 导 江 ，东别为 沱。久之，颇晓其别蓍布卦意。有别券者几何家?。注:“别券，谓分契也。” 别其官属常惠等，各置他所。又如:别疏(分离疏远);别宥(除去蒙蔽。指排除主观成见);别脚(破绽) (4) 区分;辨别 知国之安危臧否，若别白黑。我又欲与若别之。如丝体变为缕体，缕体即是丝体，有何别焉。南朝 梁 · 范缜 《神灭论》 又如:鉴别(辨别);分门别类;别白(分别明白。明辨);别族(区别氏族) (5) 离别;告别 余既不难夫难别兮。屈原 《离骚》 天明登前途，独与老翁别。唐 · 杜甫 《石壕吏》 自君别我后。生人作死别，恨恨那可论。府吏闻此事，心知长别离。(“别”的时间长;“离”的时间短。) 别君去兮何时还? 李白 《梦游天姥吟留别》 又如:告别(离别;告辞);话别(别离前在一块儿谈话);别情(离别之情);别绪(离别时的情感) (6) 送别 何处可为别， 长安 青绮门。唐 · 李白 《送裴十八图南归嵩山二首》 又如:别筵(送别的宴会);别敬(旧时送别时赠钱名目之一) (7) 用别针等把一样东西附着或固定在纸、布等上。如:把玫瑰花别在衣服上;把表格别在一起 (8) 扭、转过去 老都管别了脸对众军道… 又如:别转(扭过去;掉转);别折(折断;拗折)
别,bie2,5,(1) 另外的，不同的 诗有别趣，非关理也。严羽 《沧浪诗话》 再眺山下，则日光晶晶，别一区宇也。又如:别驾(官名。指州刺吏的佐史。因随刺史出巡时另乘传车，故称) (2) 特殊的 映日荷花别样红。宋 · 杨万里 《晓出净慈寺送林子方》 又如:别致(新奇，特别，不同寻常);别材(特殊的才能);别真(格外纯真);别趣(趋向各异) (3) 其他。如:别兵(官名。别兵曹，掌“胡骑”、“越骑等别种族的兵);别请(佛教用语。即在众多的比丘中，特请一位比丘来供养)
别,bie2,2,(1) 另外(古代没有“另”字，现代“另、另外”的意义在古书中常用“别”字来表示) 宜别图之。若欲见 子敬 ，可别过之。已别有旨。是无难，别具本章。清 · 方苞 《狱中杂记》 又如:又当别论;别有心肠(别有心肝。别有肺肠。另有打算或企图);别置(另行安排);别婚(另娶) (2) 各;各自 成树之后，树别下子一石。贾思勰 《齐民要术》 死生别处，终始异居。班固 《白虎通》 又如:别裁(分别裁定，决定取舍);别自(各自);别食(分别进食) (3) 表示劝阻或禁止。如:别太悲伤;别自做主张 (4) 表示揣测。如:他今天不来上班，别是生病了
刨,bao4,6,(1) 刨子。如:刨工;刨花;刨花板 (2) “刨床” 的简称。如:牛头刨;刨工;刨刀
刨,bao4,10,(1) 用刨子或刨床刮平木材或钢材等。如:刨木头
刨,pao2,10,(1) (形声。从刀，包声。本义:削) (2) 同本义 刨，削也。 (3) 挖掘。如:刨坑;刨花生;刨食(用爪扒土觅食);刨黄(刨根问底) (4) 减去，除去。如:十五天刨六天，只剩九天了
裨,bi4,10,(1) 弥补;补助 裨，接益也。若以同裨同。。注:“益也。” 裨辅先君、裨诸侯之阙。。注:“补也。” 必能裨补阙漏，有所广益。诸葛亮 《出师表》 又如:裨正(裨补匡正);裨益(补益;益处)
裨,pi2,6,(1) (形声。从衣，卑声。本义:古代祭祀大夫所穿的一种次等礼服) 同本义 裨，衣别也。侯氏裨冕。。注:“天子六服，大裘为上，其余为裨，以事尊卑服之，而诸侯亦服焉。” 裨冕鴵搢笏。。注:“衣衮之属也。” 裨冕以朝。又如:裨衣(古代帝王所穿的次等礼服;又诸侯的礼服也叫裨衣);裨冕(着裨衣，戴冕。古代诸侯卿大夫朝觐或祭祀时所穿冕服的通称。与衮冕或上一等冕服相对而言)
裨,pi2,5,(1) 副佐 豫州 授以裨师。又如:裨师(一部分军队。即偏师);裨附(裨辅。辅佐);裨赞(辅助);裨属(佐属);裨将军(副将军) (2) 引申为小 于是有裨海王不之。得右贤裨王十余人。又如:裨王(汉时称匈奴的小王);裨海(小海);裨贩(小贩)
覃,qin2,6,(1) 姓
覃,tan2,5,(1) 意味深长 覃，长味也。。段玉裁 注:“此与酉部醰，音同义近。” (2) 长，悠长 葛之覃兮。又如:覃恩(深厚广大的恩惠)
覃,tan2,10,(1) 蔓延，延伸，延伸到 覃及 鬼方。葛之覃兮，施于中谷。又如:覃覃(延展的样子) (2) 广施。如:覃恩(广布恩泽)
覃,tan2,2,(1) 深入地 研精覃思。扬雄覃思。又如:覃思(深思，深入而周详地思考)
覃,qin2,0,(1) 姓。
帖,tie1,5,(1) 帖服。对约束、控制或权威命令顺从的 塞外蛮人方帖服，水边鬼卒又猖狂。又如:伏伏帖帖;俯首帖耳;帖帖(形容帖伏收敛的样子;温顺，服帖);帖伏(折服，顺从不反抗);帖胁(拘束不展) (2) 安定 事不妥帖。王逸 《楚辞序》 安置妥帖平不颇。韩愈 《石鼓歌》 又如:帖然(安定);帖泰(安宁;安定) (3) 安静 帖，静也。又如:帖息(平静无声);帖妥(静止不动)
帖,tie1,10,(1) 粘。同“贴” 对镜帖花黄。如:帖黄(贴黄。唐时敕书用纸。凡有更改的地方，仍以黄纸贴之) (2) 紧挨着 因帖卧床上，剑至果高。又如:帖骑(贴身于马上);帖席(贴卧席上);帖伏(贴地而伏) (3) 砌垒 帖石防溃岸。唐 · 杜甫 《早起》 (4) 添补，增添。如:帖例(帖附前例) (5) 典押 臣计天下编户，贫弱者众，有卖舍、帖田供王役者。
帖,tie3,6,(1) 官府文书，公文 府帖昨夜下，次选中男行。杜甫 《新安吏》 又如:帖发(行文发送);帖写(清时衙门中的抄写小吏);帖头(差役) (2) 证券;单据;凭证 一季无讼，即书户帖，连庄帐付之，以为地符。 (3) 写有简短文字的柬帖。如:名帖;拜帖;盟帖;庚帖;请帖;下帖子;回帖;谢帖 (4) 书面的或印刷的通告或公告。如:招帖 (5) 科举时代明经科的考试名目 题赋曰帖，故唐制帖试士曰试贴。又如:帖恬(科举考试的一种程式文章);帖经(帖文。唐代科举考试的一种方法);帖试(帖括。以帖经试士) (6) 箭靶 箭头破帖浑无敌。唐 · 贾岛 《上邠宁邢司徒》 (7) 旧时妇女置放缝纫用品的器物 启帖理针线，非独学裁缝。唐 · 孟郊 《古意》 (8) 标签 以纸帖之。宋 · 沈括 《梦溪笔谈·活板》 每韵为一帖。
